Model,location,target_end_date,wis,horizon,reference_date,baseline,wis_baseline,wis_ratio
CEPH-Rtrend_fluH,10,2023-12-09,2.2542652173913043,1,2023-12-02,FluSight-baseline,4.697367092714404,0.4798997338078303
FluSight-ensemble,10,2023-12-09,4.475390213012026,1,2023-12-02,FluSight-baseline,4.697367092714404,0.9527444044033383
MIGHTE-Nsemble,10,2023-12-09,2.098316911769261,1,2023-12-02,FluSight-baseline,4.697367092714404,0.4467006453516783
MOBS-GLEAM_FLUH,10,2023-12-09,7.316130000000002,1,2023-12-02,FluSight-baseline,4.697367092714404,1.5574959026189985
NU_UCSD-GLEAM_AI_FLUH,10,2023-12-09,1.902085652173913,1,2023-12-02,FluSight-baseline,4.697367092714404,0.404925911607811
CEPH-Rtrend_fluH,11,2023-12-09,37.07260869565217,1,2023-12-02,FluSight-baseline,3.6091603646471246,10.271809770158782
FluSight-ensemble,11,2023-12-09,2.855788073657018,1,2023-12-02,FluSight-baseline,3.6091603646471246,0.7912610649364245
MIGHTE-Nsemble,11,2023-12-09,1.446982550353157,1,2023-12-02,FluSight-baseline,3.6091603646471246,0.40091943947041314
MOBS-GLEAM_FLUH,11,2023-12-09,2.719222608695652,1,2023-12-02,FluSight-baseline,3.6091603646471246,0.753422495528684
NU_UCSD-GLEAM_AI_FLUH,11,2023-12-09,5.35045652173913,1,2023-12-02,FluSight-baseline,3.6091603646471246,1.482465720877508
CEPH-Rtrend_fluH,12,2023-12-09,27.300217391304365,1,2023-12-02,FluSight-baseline,39.23409338865128,0.6958289343115325
FluSight-ensemble,12,2023-12-09,48.238386232182286,1,2023-12-02,FluSight-baseline,39.23409338865128,1.2295017436578655
MIGHTE-Nsemble,12,2023-12-09,53.656393733912736,1,2023-12-02,FluSight-baseline,39.23409338865128,1.3675961160206953
MOBS-GLEAM_FLUH,12,2023-12-09,70.47010739130437,1,2023-12-02,FluSight-baseline,39.23409338865128,1.7961446615633614
NU_UCSD-GLEAM_AI_FLUH,12,2023-12-09,109.32581608695652,1,2023-12-02,FluSight-baseline,39.23409338865128,2.78650037873896
CEPH-Rtrend_fluH,13,2023-12-09,82.07527173913044,1,2023-12-02,FluSight-baseline,99.71432922511836,0.8231040852096051
FluSight-ensemble,13,2023-12-09,60.359591402637605,1,2023-12-02,FluSight-baseline,99.71432922511836,0.6053251510760084
MIGHTE-Nsemble,13,2023-12-09,44.86097311461121,1,2023-12-02,FluSight-baseline,99.71432922511836,0.44989494953460096
MOBS-GLEAM_FLUH,13,2023-12-09,28.151167826086954,1,2023-12-02,FluSight-baseline,99.71432922511836,0.2823181787898502
NU_UCSD-GLEAM_AI_FLUH,13,2023-12-09,41.8383147826087,1,2023-12-02,FluSight-baseline,99.71432922511836,0.419581770320624
CEPH-Rtrend_fluH,15,2023-12-09,3.702608695652174,1,2023-12-02,FluSight-baseline,4.1594937344590805,0.8901584981311862
FluSight-ensemble,15,2023-12-09,3.182586580357008,1,2023-12-02,FluSight-baseline,4.1594937344590805,0.765137967149958
MIGHTE-Nsemble,15,2023-12-09,4.146361394657578,1,2023-12-02,FluSight-baseline,4.1594937344590805,0.9968428033217821
MOBS-GLEAM_FLUH,15,2023-12-09,3.0936152173913047,1,2023-12-02,FluSight-baseline,4.1594937344590805,0.7437480171594999
NU_UCSD-GLEAM_AI_FLUH,15,2023-12-09,7.047508260869566,1,2023-12-02,FluSight-baseline,4.1594937344590805,1.6943187586712534
CEPH-Rtrend_fluH,16,2023-12-09,26.528260869565223,1,2023-12-02,FluSight-baseline,26.33190935581095,1.0074567898248876
FluSight-ensemble,16,2023-12-09,26.700273708247803,1,2023-12-02,FluSight-baseline,26.33190935581095,1.0139892761842415
MIGHTE-Nsemble,16,2023-12-09,19.16245035190944,1,2023-12-02,FluSight-baseline,26.33190935581095,0.7277273399728095
MOBS-GLEAM_FLUH,16,2023-12-09,31.634670434782617,1,2023-12-02,FluSight-baseline,26.33190935581095,1.201381563612342
NU_UCSD-GLEAM_AI_FLUH,16,2023-12-09,27.493614347826085,1,2023-12-02,FluSight-baseline,26.33190935581095,1.0441177651159872
CEPH-Rtrend_fluH,17,2023-12-09,14.719193478260866,1,2023-12-02,FluSight-baseline,69.8641987196394,0.21068292126741558
FluSight-ensemble,17,2023-12-09,37.13391009937145,1,2023-12-02,FluSight-baseline,69.8641987196394,0.5315155799379805
MIGHTE-Nsemble,17,2023-12-09,25.541718919001543,1,2023-12-02,FluSight-baseline,69.8641987196394,0.36559095197668895
MOBS-GLEAM_FLUH,17,2023-12-09,25.249183478260875,1,2023-12-02,FluSight-baseline,69.8641987196394,0.3614037510053503
NU_UCSD-GLEAM_AI_FLUH,17,2023-12-09,63.59156086956522,1,2023-12-02,FluSight-baseline,69.8641987196394,0.9102167066247209
CEPH-Rtrend_fluH,18,2023-12-09,13.524782608695652,1,2023-12-02,FluSight-baseline,29.644398856923356,0.456233997996454
FluSight-ensemble,18,2023-12-09,11.76532957452664,1,2023-12-02,FluSight-baseline,29.644398856923356,0.3968820427532092
MIGHTE-Nsemble,18,2023-12-09,19.4763008072755,1,2023-12-02,FluSight-baseline,29.644398856923356,0.656997664256122
MOBS-GLEAM_FLUH,18,2023-12-09,4.952987826086956,1,2023-12-02,FluSight-baseline,29.644398856923356,0.16708005616818913
NU_UCSD-GLEAM_AI_FLUH,18,2023-12-09,28.332200869565217,1,2023-12-02,FluSight-baseline,29.644398856923356,0.9557353821309931
CEPH-Rtrend_fluH,19,2023-12-09,4.7934782608695645,1,2023-12-02,FluSight-baseline,11.69606291417262,0.40983690803006045
FluSight-ensemble,19,2023-12-09,5.866482893734633,1,2023-12-02,FluSight-baseline,11.69606291417262,0.5015775767267775
MIGHTE-Nsemble,19,2023-12-09,8.381308763914577,1,2023-12-02,FluSight-baseline,11.69606291417262,0.71659231191024
MOBS-GLEAM_FLUH,19,2023-12-09,2.5812586956521746,1,2023-12-02,FluSight-baseline,11.69606291417262,0.22069466576862826
NU_UCSD-GLEAM_AI_FLUH,19,2023-12-09,10.03006652173913,1,2023-12-02,FluSight-baseline,11.69606291417262,0.857559214185251
CEPH-Rtrend_fluH,20,2023-12-09,6.182391304347823,1,2023-12-02,FluSight-baseline,10.258419293301628,0.6026651014727676
FluSight-ensemble,20,2023-12-09,6.201563307478533,1,2023-12-02,FluSight-baseline,10.258419293301628,0.6045340056950027
MIGHTE-Nsemble,20,2023-12-09,4.552826978651858,1,2023-12-02,FluSight-baseline,10.258419293301628,0.44381369570501833
MOBS-GLEAM_FLUH,20,2023-12-09,5.0420556521739135,1,2023-12-02,FluSight-baseline,10.258419293301628,0.4915041497149752
NU_UCSD-GLEAM_AI_FLUH,20,2023-12-09,6.832860000000001,1,2023-12-02,FluSight-baseline,10.258419293301628,0.6660733788159359
CEPH-Rtrend_fluH,21,2023-12-09,4.708695652173913,1,2023-12-02,FluSight-baseline,7.7448926129261295,0.6079742983543965
FluSight-ensemble,21,2023-12-09,4.864166807398761,1,2023-12-02,FluSight-baseline,7.7448926129261295,0.6280483217133995
MIGHTE-Nsemble,21,2023-12-09,15.3749202718908,1,2023-12-02,FluSight-baseline,7.7448926129261295,1.9851689416881324
MOBS-GLEAM_FLUH,21,2023-12-09,7.077443913043479,1,2023-12-02,FluSight-baseline,7.7448926129261295,0.9138207934905789
NU_UCSD-GLEAM_AI_FLUH,21,2023-12-09,9.520657391304349,1,2023-12-02,FluSight-baseline,7.7448926129261295,1.22928204006528
CEPH-Rtrend_fluH,22,2023-12-09,8.841739130434782,1,2023-12-02,FluSight-baseline,25.267547041557364,0.349924712355055
FluSight-ensemble,22,2023-12-09,10.680502438913138,1,2023-12-02,FluSight-baseline,25.267547041557364,0.42269645016775814
MIGHTE-Nsemble,22,2023-12-09,11.16208059159124,1,2023-12-02,FluSight-baseline,25.267547041557364,0.4417556074292863
MOBS-GLEAM_FLUH,22,2023-12-09,7.315617391304348,1,2023-12-02,FluSight-baseline,25.267547041557364,0.2895262203043454
NU_UCSD-GLEAM_AI_FLUH,22,2023-12-09,107.77486695652172,1,2023-12-02,FluSight-baseline,25.267547041557364,4.265347434765437
CEPH-Rtrend_fluH,23,2023-12-09,32.58348695652174,1,2023-12-02,FluSight-baseline,2.7803598476419547,11.719161814308336
FluSight-ensemble,23,2023-12-09,3.4376025364828764,1,2023-12-02,FluSight-baseline,2.7803598476419547,1.236387635002834
MIGHTE-Nsemble,23,2023-12-09,3.702197903436504,1,2023-12-02,FluSight-baseline,2.7803598476419547,1.3315535061320811
MOBS-GLEAM_FLUH,23,2023-12-09,2.492247826086957,1,2023-12-02,FluSight-baseline,2.7803598476419547,0.8963759954311857
NU_UCSD-GLEAM_AI_FLUH,23,2023-12-09,2.301847826086956,1,2023-12-02,FluSight-baseline,2.7803598476419547,0.8278956510032943
CEPH-Rtrend_fluH,24,2023-12-09,46.79304347826084,1,2023-12-02,FluSight-baseline,37.29694307812643,1.2546080084966427
FluSight-ensemble,24,2023-12-09,32.221489503943914,1,2023-12-02,FluSight-baseline,37.29694307812643,0.8639177059752352
MIGHTE-Nsemble,24,2023-12-09,11.361893959713973,1,2023-12-02,FluSight-baseline,37.29694307812643,0.30463338338249474
MOBS-GLEAM_FLUH,24,2023-12-09,41.06795913043478,1,2023-12-02,FluSight-baseline,37.29694307812643,1.1011079123672185
NU_UCSD-GLEAM_AI_FLUH,24,2023-12-09,23.460298695652178,1,2023-12-02,FluSight-baseline,37.29694307812643,0.6290139823660497
CEPH-Rtrend_fluH,25,2023-12-09,8.460660869565213,1,2023-12-02,FluSight-baseline,31.32408789777029,0.27010078943647264
FluSight-ensemble,25,2023-12-09,17.002702776582534,1,2023-12-02,FluSight-baseline,31.32408789777029,0.5427996126199358
MIGHTE-Nsemble,25,2023-12-09,17.117294018140388,1,2023-12-02,FluSight-baseline,31.32408789777029,0.5464578593319178
MOBS-GLEAM_FLUH,25,2023-12-09,20.328792173913044,1,2023-12-02,FluSight-baseline,31.32408789777029,0.64898273304105
NU_UCSD-GLEAM_AI_FLUH,25,2023-12-09,33.88767304347826,1,2023-12-02,FluSight-baseline,31.32408789777029,1.081840695699569
CEPH-Rtrend_fluH,26,2023-12-09,9.96608695652174,1,2023-12-02,FluSight-baseline,54.10205518563879,0.18420902722318774
FluSight-ensemble,26,2023-12-09,21.823509490428048,1,2023-12-02,FluSight-baseline,54.10205518563879,0.4033767186023836
MIGHTE-Nsemble,26,2023-12-09,21.837425037418257,1,2023-12-02,FluSight-baseline,54.10205518563879,0.4036339278145376
MOBS-GLEAM_FLUH,26,2023-12-09,22.008728695652177,1,2023-12-02,FluSight-baseline,54.10205518563879,0.4068002337459136
NU_UCSD-GLEAM_AI_FLUH,26,2023-12-09,55.16215347826087,1,2023-12-02,FluSight-baseline,54.10205518563879,1.0195944181599865
CEPH-Rtrend_fluH,27,2023-12-09,5.066521739130435,1,2023-12-02,FluSight-baseline,12.41158021797609,0.4082092408984659
FluSight-ensemble,27,2023-12-09,5.689964828982,1,2023-12-02,FluSight-baseline,12.41158021797609,0.45843999950474007
MIGHTE-Nsemble,27,2023-12-09,5.691837899280886,1,2023-12-02,FluSight-baseline,12.41158021797609,0.45859091262506724
MOBS-GLEAM_FLUH,27,2023-12-09,6.347873478260868,1,2023-12-02,FluSight-baseline,12.41158021797609,0.51144764540675
NU_UCSD-GLEAM_AI_FLUH,27,2023-12-09,6.754859130434783,1,2023-12-02,FluSight-baseline,12.41158021797609,0.5442384460160442
CEPH-Rtrend_fluH,28,2023-12-09,21.475217391304348,1,2023-12-02,FluSight-baseline,18.45068976763681,1.163924908052634
FluSight-ensemble,28,2023-12-09,11.268110515957895,1,2023-12-02,FluSight-baseline,18.45068976763681,0.6107148652904335
MIGHTE-Nsemble,28,2023-12-09,7.30279465303588,1,2023-12-02,FluSight-baseline,18.45068976763681,0.3958006310336024
MOBS-GLEAM_FLUH,28,2023-12-09,11.67159695652174,1,2023-12-02,FluSight-baseline,18.45068976763681,0.6325832314949087
NU_UCSD-GLEAM_AI_FLUH,28,2023-12-09,14.340022608695651,1,2023-12-02,FluSight-baseline,18.45068976763681,0.7772079412363532
CEPH-Rtrend_fluH,29,2023-12-09,35.50092391304348,1,2023-12-02,FluSight-baseline,57.08987819912978,0.621842698441501
FluSight-ensemble,29,2023-12-09,42.19547267949778,1,2023-12-02,FluSight-baseline,57.08987819912978,0.739106020375797
MIGHTE-Nsemble,29,2023-12-09,20.996854678355778,1,2023-12-02,FluSight-baseline,57.08987819912978,0.3677859428096631
MOBS-GLEAM_FLUH,29,2023-12-09,48.261729565217394,1,2023-12-02,FluSight-baseline,57.08987819912978,0.8453640310263099
NU_UCSD-GLEAM_AI_FLUH,29,2023-12-09,57.42803086956522,1,2023-12-02,FluSight-baseline,57.08987819912978,1.0059231632839707
CEPH-Rtrend_fluH,30,2023-12-09,5.898730434782608,1,2023-12-02,FluSight-baseline,9.04298842218857,0.6522987932074568
FluSight-ensemble,30,2023-12-09,8.905528438355526,1,2023-12-02,FluSight-baseline,9.04298842218857,0.9847992745964641
MIGHTE-Nsemble,30,2023-12-09,5.6458413318595495,1,2023-12-02,FluSight-baseline,9.04298842218857,0.6243335795948252
MOBS-GLEAM_FLUH,30,2023-12-09,9.920924782608695,1,2023-12-02,FluSight-baseline,9.04298842218857,1.0970847599744742
NU_UCSD-GLEAM_AI_FLUH,30,2023-12-09,8.234147826086957,1,2023-12-02,FluSight-baseline,9.04298842218857,0.9105560509049222
CEPH-Rtrend_fluH,31,2023-12-09,2.518939130434783,1,2023-12-02,FluSight-baseline,2.340303733406899,1.076330005579163
FluSight-ensemble,31,2023-12-09,1.7247828121496651,1,2023-12-02,FluSight-baseline,2.340303733406899,0.7369910099826279
MIGHTE-Nsemble,31,2023-12-09,2.1743156671260766,1,2023-12-02,FluSight-baseline,2.340303733406899,0.9290741351597193
MOBS-GLEAM_FLUH,31,2023-12-09,3.4193095652173917,1,2023-12-02,FluSight-baseline,2.340303733406899,1.461053758282789
NU_UCSD-GLEAM_AI_FLUH,31,2023-12-09,2.0608730434782605,1,2023-12-02,FluSight-baseline,2.340303733406899,0.8806006733485585
CEPH-Rtrend_fluH,32,2023-12-09,9.06304347826087,1,2023-12-02,FluSight-baseline,22.267537419352443,0.4070069944233838
FluSight-ensemble,32,2023-12-09,10.844300422203988,1,2023-12-02,FluSight-baseline,22.267537419352443,0.48700043556587175
MIGHTE-Nsemble,32,2023-12-09,10.196384603967266,1,2023-12-02,FluSight-baseline,22.267537419352443,0.4579035576293997
MOBS-GLEAM_FLUH,32,2023-12-09,5.1397513043478265,1,2023-12-02,FluSight-baseline,22.267537419352443,0.23081812809174543
NU_UCSD-GLEAM_AI_FLUH,32,2023-12-09,13.396371739130435,1,2023-12-02,FluSight-baseline,22.267537419352443,0.6016099349848992
CEPH-Rtrend_fluH,33,2023-12-09,4.863097826086956,1,2023-12-02,FluSight-baseline,8.355775431036918,0.5820043712548011
FluSight-ensemble,33,2023-12-09,8.971635064575839,1,2023-12-02,FluSight-baseline,8.355775431036918,1.073704665548018
MIGHTE-Nsemble,33,2023-12-09,3.530346975917407,1,2023-12-02,FluSight-baseline,8.355775431036918,0.42250381248928626
MOBS-GLEAM_FLUH,33,2023-12-09,12.67489043478261,1,2023-12-02,FluSight-baseline,8.355775431036918,1.5169017572806773
NU_UCSD-GLEAM_AI_FLUH,33,2023-12-09,3.0699760869565216,1,2023-12-02,FluSight-baseline,8.355775431036918,0.36740768254174466
CEPH-Rtrend_fluH,34,2023-12-09,15.462391304347824,1,2023-12-02,FluSight-baseline,55.43692480709591,0.2789186333504675
FluSight-ensemble,34,2023-12-09,42.02524362194042,1,2023-12-02,FluSight-baseline,55.43692480709591,0.7580731393051802
MIGHTE-Nsemble,34,2023-12-09,12.987998518583934,1,2023-12-02,FluSight-baseline,55.43692480709591,0.23428425302771255
MOBS-GLEAM_FLUH,34,2023-12-09,63.71008826086957,1,2023-12-02,FluSight-baseline,55.43692480709591,1.1492356129522303
NU_UCSD-GLEAM_AI_FLUH,34,2023-12-09,58.63734565217391,1,2023-12-02,FluSight-baseline,55.43692480709591,1.0577308509845111
CEPH-Rtrend_fluH,35,2023-12-09,34.35739130434784,1,2023-12-02,FluSight-baseline,48.50312290614211,0.7083542099099984
FluSight-ensemble,35,2023-12-09,51.95713101527801,1,2023-12-02,FluSight-baseline,48.50312290614211,1.0712120767114257
MIGHTE-Nsemble,35,2023-12-09,56.19911438779953,1,2023-12-02,FluSight-baseline,48.50312290614211,1.1586700200015956
MOBS-GLEAM_FLUH,35,2023-12-09,61.94534347826086,1,2023-12-02,FluSight-baseline,48.50312290614211,1.2771413419736013
NU_UCSD-GLEAM_AI_FLUH,35,2023-12-09,59.76763043478263,1,2023-12-02,FluSight-baseline,48.50312290614211,1.2322429331084177
CEPH-Rtrend_fluH,36,2023-12-09,185.78087826086957,1,2023-12-02,FluSight-baseline,251.7158566269141,0.7380579068414771
FluSight-ensemble,36,2023-12-09,207.4569,1,2023-12-02,FluSight-baseline,251.7158566269141,0.8241709631645755
MIGHTE-Nsemble,36,2023-12-09,191.18457003314808,1,2023-12-02,FluSight-baseline,251.7158566269141,0.7595253338231936
MOBS-GLEAM_FLUH,36,2023-12-09,186.1129686956521,1,2023-12-02,FluSight-baseline,251.7158566269141,0.7393772136155226
NU_UCSD-GLEAM_AI_FLUH,36,2023-12-09,243.4230391304348,1,2023-12-02,FluSight-baseline,251.7158566269141,0.9670548466528643
CEPH-Rtrend_fluH,37,2023-12-09,18.331095652173907,1,2023-12-02,FluSight-baseline,121.8764527795713,0.15040719707627176
FluSight-ensemble,37,2023-12-09,55.31642160532476,1,2023-12-02,FluSight-baseline,121.8764527795713,0.4538729208452709
MIGHTE-Nsemble,37,2023-12-09,63.749128615091216,1,2023-12-02,FluSight-baseline,121.8764527795713,0.5230635382077409
MOBS-GLEAM_FLUH,37,2023-12-09,38.24680260869565,1,2023-12-02,FluSight-baseline,121.8764527795713,0.31381617807559387
NU_UCSD-GLEAM_AI_FLUH,37,2023-12-09,72.83422695652175,1,2023-12-02,FluSight-baseline,121.8764527795713,0.5976070462786728
CEPH-Rtrend_fluH,38,2023-12-09,2.5432608695652177,1,2023-12-02,FluSight-baseline,4.54147705296618,0.5600074248760399
FluSight-ensemble,38,2023-12-09,2.7724408966560543,1,2023-12-02,FluSight-baseline,4.54147705296618,0.6104711890694872
MIGHTE-Nsemble,38,2023-12-09,2.0210889851671614,1,2023-12-02,FluSight-baseline,4.54147705296618,0.44502899862658674
MOBS-GLEAM_FLUH,38,2023-12-09,3.511867391304348,1,2023-12-02,FluSight-baseline,4.54147705296618,0.7732874900272012
NU_UCSD-GLEAM_AI_FLUH,38,2023-12-09,2.6691700000000007,1,2023-12-02,FluSight-baseline,4.54147705296618,0.5877316936472645
CEPH-Rtrend_fluH,39,2023-12-09,10.187608695652177,1,2023-12-02,FluSight-baseline,59.333731105941496,0.1717001190682246
FluSight-ensemble,39,2023-12-09,34.20084061026199,1,2023-12-02,FluSight-baseline,59.333731105941496,0.5764147976670428
MIGHTE-Nsemble,39,2023-12-09,29.816322849735837,1,2023-12-02,FluSight-baseline,59.333731105941496,0.5025189263169415
MOBS-GLEAM_FLUH,39,2023-12-09,39.823620000000005,1,2023-12-02,FluSight-baseline,59.333731105941496,0.6711801071281727
NU_UCSD-GLEAM_AI_FLUH,39,2023-12-09,39.852366956521735,1,2023-12-02,FluSight-baseline,59.333731105941496,0.6716646031473157
CEPH-Rtrend_fluH,40,2023-12-09,5.547826086956522,1,2023-12-02,FluSight-baseline,11.42256546119809,0.48569002347171675
FluSight-ensemble,40,2023-12-09,7.298282308644547,1,2023-12-02,FluSight-baseline,11.42256546119809,0.6389354767487623
MIGHTE-Nsemble,40,2023-12-09,10.21842077046226,1,2023-12-02,FluSight-baseline,11.42256546119809,0.894581940035603
MOBS-GLEAM_FLUH,40,2023-12-09,7.8867717391304355,1,2023-12-02,FluSight-baseline,11.42256546119809,0.6904553767646526
NU_UCSD-GLEAM_AI_FLUH,40,2023-12-09,14.858590869565218,1,2023-12-02,FluSight-baseline,11.42256546119809,1.3008103057092684
CEPH-Rtrend_fluH,41,2023-12-09,22.82695652173913,1,2023-12-02,FluSight-baseline,21.03182776814725,1.0853529599700606
FluSight-ensemble,41,2023-12-09,16.702221503706788,1,2023-12-02,FluSight-baseline,21.03182776814725,0.7941402757682497
MIGHTE-Nsemble,41,2023-12-09,8.75862138458296,1,2023-12-02,FluSight-baseline,21.03182776814725,0.4164460398371992
MOBS-GLEAM_FLUH,41,2023-12-09,28.67979173913044,1,2023-12-02,FluSight-baseline,21.03182776814725,1.3636376284217224
NU_UCSD-GLEAM_AI_FLUH,41,2023-12-09,8.772273913043477,1,2023-12-02,FluSight-baseline,21.03182776814725,0.41709517640350335
CEPH-Rtrend_fluH,42,2023-12-09,62.29001739130435,1,2023-12-02,FluSight-baseline,109.04640270441836,0.5712248716736483
FluSight-ensemble,42,2023-12-09,66.48038638921653,1,2023-12-02,FluSight-baseline,109.04640270441836,0.60965226491165
MIGHTE-Nsemble,42,2023-12-09,36.21932401646869,1,2023-12-02,FluSight-baseline,109.04640270441836,0.3321459774757077
MOBS-GLEAM_FLUH,42,2023-12-09,70.37692739130435,1,2023-12-02,FluSight-baseline,109.04640270441836,0.6453851355561756
NU_UCSD-GLEAM_AI_FLUH,42,2023-12-09,114.17011999999998,1,2023-12-02,FluSight-baseline,109.04640270441836,1.0469865779017946
CEPH-Rtrend_fluH,44,2023-12-09,1.9458695652173907,1,2023-12-02,FluSight-baseline,1.610150631245443,1.2085015696402708
FluSight-ensemble,44,2023-12-09,1.3237066667277286,1,2023-12-02,FluSight-baseline,1.610150631245443,0.8221011382667027
MIGHTE-Nsemble,44,2023-12-09,1.2031832733971148,1,2023-12-02,FluSight-baseline,1.610150631245443,0.7472488909105721
MOBS-GLEAM_FLUH,44,2023-12-09,2.1937800000000003,1,2023-12-02,FluSight-baseline,1.610150631245443,1.3624688010109482
NU_UCSD-GLEAM_AI_FLUH,44,2023-12-09,1.1611978260869569,1,2023-12-02,FluSight-baseline,1.610150631245443,0.7211734129425994
CEPH-Rtrend_fluH,45,2023-12-09,49.42478260869565,1,2023-12-02,FluSight-baseline,75.09914009450968,0.6581271442854907
FluSight-ensemble,45,2023-12-09,47.2780302164722,1,2023-12-02,FluSight-baseline,75.09914009450968,0.6295415654157216
MIGHTE-Nsemble,45,2023-12-09,30.58234295538342,1,2023-12-02,FluSight-baseline,75.09914009450968,0.40722627338870454
MOBS-GLEAM_FLUH,45,2023-12-09,51.156414347826086,1,2023-12-02,FluSight-baseline,75.09914009450968,0.6811850879177511
NU_UCSD-GLEAM_AI_FLUH,45,2023-12-09,30.17782608695652,1,2023-12-02,FluSight-baseline,75.09914009450968,0.401839835302758
CEPH-Rtrend_fluH,46,2023-12-09,1.9409782608695647,1,2023-12-02,FluSight-baseline,1.9285756429738208,1.0064309730037964
FluSight-ensemble,46,2023-12-09,1.6084390543273377,1,2023-12-02,FluSight-baseline,1.9285756429738208,0.8340036130743415
MIGHTE-Nsemble,46,2023-12-09,0.9349657497036674,1,2023-12-02,FluSight-baseline,1.9285756429738208,0.48479599600354334
MOBS-GLEAM_FLUH,46,2023-12-09,3.3793943478260866,1,2023-12-02,FluSight-baseline,1.9285756429738208,1.7522747215738634
NU_UCSD-GLEAM_AI_FLUH,46,2023-12-09,0.6931582608695653,1,2023-12-02,FluSight-baseline,1.9285756429738208,0.35941460911573614
CEPH-Rtrend_fluH,47,2023-12-09,18.898704347826087,1,2023-12-02,FluSight-baseline,48.95552053620536,0.3860382678159745
FluSight-ensemble,47,2023-12-09,31.48025651342577,1,2023-12-02,FluSight-baseline,48.95552053620536,0.6430379284833535
MIGHTE-Nsemble,47,2023-12-09,21.06137070490675,1,2023-12-02,FluSight-baseline,48.95552053620536,0.4302144165606549
MOBS-GLEAM_FLUH,47,2023-12-09,40.84472,1,2023-12-02,FluSight-baseline,48.95552053620536,0.8343230661758163
NU_UCSD-GLEAM_AI_FLUH,47,2023-12-09,44.59960347826087,1,2023-12-02,FluSight-baseline,48.95552053620536,0.9110229651276397
CEPH-Rtrend_fluH,48,2023-12-09,21.81826086956522,1,2023-12-02,FluSight-baseline,29.53679197196319,0.7386807914100987
FluSight-ensemble,48,2023-12-09,43.696043271503946,1,2023-12-02,FluSight-baseline,29.53679197196319,1.4793767485981872
MIGHTE-Nsemble,48,2023-12-09,62.92399238689046,1,2023-12-02,FluSight-baseline,29.53679197196319,2.130359737327566
MOBS-GLEAM_FLUH,48,2023-12-09,27.37666347826088,1,2023-12-02,FluSight-baseline,29.53679197196319,0.9268665163179285
NU_UCSD-GLEAM_AI_FLUH,48,2023-12-09,349.5675360869565,1,2023-12-02,FluSight-baseline,29.53679197196319,11.83498656248017
CEPH-Rtrend_fluH,49,2023-12-09,3.2713043478260744,1,2023-12-02,FluSight-baseline,3.918641274934489,0.8348057702425857
FluSight-ensemble,49,2023-12-09,2.238675699818736,1,2023-12-02,FluSight-baseline,3.918641274934489,0.5712887561661693
MIGHTE-Nsemble,49,2023-12-09,6.483691171059178,1,2023-12-02,FluSight-baseline,3.918641274934489,1.6545763483205211
MOBS-GLEAM_FLUH,49,2023-12-09,5.186523913043478,1,2023-12-02,FluSight-baseline,3.918641274934489,1.3235515958602733
NU_UCSD-GLEAM_AI_FLUH,49,2023-12-09,1.9192834782608696,1,2023-12-02,FluSight-baseline,3.918641274934489,0.4897828975919608
CEPH-Rtrend_fluH,50,2023-12-09,2.139897826086957,1,2023-12-02,FluSight-baseline,2.912738348796531,0.7346687446097272
FluSight-ensemble,50,2023-12-09,1.6246420961235688,1,2023-12-02,FluSight-baseline,2.912738348796531,0.5577713826560595
MIGHTE-Nsemble,50,2023-12-09,1.6232923139398288,1,2023-12-02,FluSight-baseline,2.912738348796531,0.5573079760530264
MOBS-GLEAM_FLUH,50,2023-12-09,1.833407391304348,1,2023-12-02,FluSight-baseline,2.912738348796531,0.6294445884786958
NU_UCSD-GLEAM_AI_FLUH,50,2023-12-09,1.2368295652173913,1,2023-12-02,FluSight-baseline,2.912738348796531,0.4246277616142273
CEPH-Rtrend_fluH,51,2023-12-09,10.917391304347824,1,2023-12-02,FluSight-baseline,25.835433947187287,0.42257433440696685
FluSight-ensemble,51,2023-12-09,12.932540714887788,1,2023-12-02,FluSight-baseline,25.835433947187287,0.5005737755876076
MIGHTE-Nsemble,51,2023-12-09,18.900988144056736,1,2023-12-02,FluSight-baseline,25.835433947187287,0.7315916652568746
MOBS-GLEAM_FLUH,51,2023-12-09,9.83399739130435,1,2023-12-02,FluSight-baseline,25.835433947187287,0.3806399153738612
NU_UCSD-GLEAM_AI_FLUH,51,2023-12-09,29.19744391304348,1,2023-12-02,FluSight-baseline,25.835433947187287,1.130131739715648
CEPH-Rtrend_fluH,53,2023-12-09,13.605217391304349,1,2023-12-02,FluSight-baseline,30.556682752957965,0.445245234939232
FluSight-ensemble,53,2023-12-09,19.71577132927056,1,2023-12-02,FluSight-baseline,30.556682752957965,0.6452196231072244
MIGHTE-Nsemble,53,2023-12-09,14.537265972124596,1,2023-12-02,FluSight-baseline,30.556682752957965,0.475747517806636
MOBS-GLEAM_FLUH,53,2023-12-09,37.21302695652174,1,2023-12-02,FluSight-baseline,30.556682752957965,1.2178359561271233
NU_UCSD-GLEAM_AI_FLUH,53,2023-12-09,22.371080869565212,1,2023-12-02,FluSight-baseline,30.556682752957965,0.7321174569382743
CEPH-Rtrend_fluH,54,2023-12-09,3.6539760869565217,1,2023-12-02,FluSight-baseline,4.209318534446213,0.868068324374802
FluSight-ensemble,54,2023-12-09,2.732544799579453,1,2023-12-02,FluSight-baseline,4.209318534446213,0.6491656017994734
