Model,location,target_end_date,wis,horizon,reference_date,baseline,wis_baseline,wis_ratio
NU_UCSD-GLEAM_AI_FLUH,53,2023-12-16,26.045416956521738,0,2023-12-16,FluSight-baseline,18.088091304347824,1.4399206924757846
CEPH-Rtrend_fluH,54,2023-12-16,5.070869565217392,0,2023-12-16,FluSight-baseline,8.372889130434782,0.6056296083970809
FluSight-ensemble,54,2023-12-16,5.504755635074917,0,2023-12-16,FluSight-baseline,8.372889130434782,0.6574499613359946
MIGHTE-Nsemble,54,2023-12-16,3.1928007198713413,0,2023-12-16,FluSight-baseline,8.372889130434782,0.3813260476919211
MOBS-GLEAM_FLUH,54,2023-12-16,5.252586956521739,0,2023-12-16,FluSight-baseline,8.372889130434782,0.6273326774899008
NU_UCSD-GLEAM_AI_FLUH,54,2023-12-16,4.29831347826087,0,2023-12-16,FluSight-baseline,8.372889130434782,0.513360849678141
CEPH-Rtrend_fluH,55,2023-12-16,22.26347826086956,0,2023-12-16,FluSight-baseline,13.344478260869565,1.6683663329238927
FluSight-ensemble,55,2023-12-16,7.598135100461577,0,2023-12-16,FluSight-baseline,13.344478260869565,0.5693842016095773
MIGHTE-Nsemble,55,2023-12-16,17.68490817693884,0,2023-12-16,FluSight-baseline,13.344478260869565,1.3252603684624267
MOBS-GLEAM_FLUH,55,2023-12-16,18.558104347826088,0,2023-12-16,FluSight-baseline,13.344478260869565,1.3906953861391946
NU_UCSD-GLEAM_AI_FLUH,55,2023-12-16,8.01400652173913,0,2023-12-16,FluSight-baseline,13.344478260869565,0.6005485089094007
CEPH-Rtrend_fluH,56,2023-12-16,3.9669565217391294,0,2023-12-16,FluSight-baseline,0.7478826086956524,5.3042502601547525
FluSight-ensemble,56,2023-12-16,2.886795907673586,0,2023-12-16,FluSight-baseline,0.7478826086956524,3.859958600599516
MIGHTE-Nsemble,56,2023-12-16,7.171651215051655,0,2023-12-16,FluSight-baseline,0.7478826086956524,9.589273947096325
MOBS-GLEAM_FLUH,56,2023-12-16,4.81207,0,2023-12-16,FluSight-baseline,0.7478826086956524,6.434258457209628
NU_UCSD-GLEAM_AI_FLUH,56,2023-12-16,8.597982173913042,0,2023-12-16,FluSight-baseline,0.7478826086956524,11.496432827751386
CEPH-Rtrend_fluH,72,2023-12-16,4.0630434782608695,0,2023-12-16,FluSight-baseline,3.778234782608696,1.0753814180535193
FluSight-ensemble,72,2023-12-16,3.980352729356042,0,2023-12-16,FluSight-baseline,3.778234782608696,1.0534953380022067
MIGHTE-Nsemble,72,2023-12-16,8.07235105511464,0,2023-12-16,FluSight-baseline,3.778234782608696,2.13654034743205
CEPH-Rtrend_fluH,US,2023-12-16,503.2248043478261,0,2023-12-16,FluSight-baseline,1962.69963478261,0.25639420083937786
FluSight-ensemble,US,2023-12-16,1057.509415571166,0,2023-12-16,FluSight-baseline,1962.69963478261,0.5388034912883125
MIGHTE-Nsemble,US,2023-12-16,464.2382520609258,0,2023-12-16,FluSight-baseline,1962.69963478261,0.2365304623457298
MOBS-GLEAM_FLUH,US,2023-12-16,661.6354986956524,0,2023-12-16,FluSight-baseline,1962.69963478261,0.3371048157192609
NU_UCSD-GLEAM_AI_FLUH,US,2023-12-16,830.9959504347827,0,2023-12-16,FluSight-baseline,1962.69963478261,0.4233943572964614
CEPH-Rtrend_fluH,01,2023-12-09,14.07521739130435,0,2023-12-09,FluSight-baseline,17.214908695652174,0.8176178938932862
FluSight-ensemble,01,2023-12-09,12.195771900545076,0,2023-12-09,FluSight-baseline,17.214908695652174,0.7084424388277621
MIGHTE-Nsemble,01,2023-12-09,16.84427601196114,0,2023-12-09,FluSight-baseline,17.214908695652174,0.9784702498140672
MOBS-GLEAM_FLUH,01,2023-12-09,5.9892404347826105,0,2023-12-09,FluSight-baseline,17.214908695652174,0.3479100900660172
NU_UCSD-GLEAM_AI_FLUH,01,2023-12-09,19.762281739130437,0,2023-12-09,FluSight-baseline,17.214908695652174,1.1479748216220067
CEPH-Rtrend_fluH,02,2023-12-09,1.6185586956521738,0,2023-12-09,FluSight-baseline,0.945439130434782,1.7119649944125352
FluSight-ensemble,02,2023-12-09,1.330506090683357,0,2023-12-09,FluSight-baseline,0.945439130434782,1.4072890023829383
MIGHTE-Nsemble,02,2023-12-09,2.700607419154497,0,2023-12-09,FluSight-baseline,0.945439130434782,2.856458266025609
MOBS-GLEAM_FLUH,02,2023-12-09,3.165187391304349,0,2023-12-09,FluSight-baseline,0.945439130434782,3.3478489406808922
NU_UCSD-GLEAM_AI_FLUH,02,2023-12-09,2.359732173913044,0,2023-12-09,FluSight-baseline,0.945439130434782,2.4959112627672466
CEPH-Rtrend_fluH,04,2023-12-09,59.8489217391304,0,2023-12-09,FluSight-baseline,87.57011304347826,0.6834400420314133
FluSight-ensemble,04,2023-12-09,48.162652711641,0,2023-12-09,FluSight-baseline,87.57011304347826,0.5499896144673059
MIGHTE-Nsemble,04,2023-12-09,31.937813705345008,0,2023-12-09,FluSight-baseline,87.57011304347826,0.36471134494811025
MOBS-GLEAM_FLUH,04,2023-12-09,18.65148173913043,0,2023-12-09,FluSight-baseline,87.57011304347826,0.2129891248384027
NU_UCSD-GLEAM_AI_FLUH,04,2023-12-09,28.08938826086957,0,2023-12-09,FluSight-baseline,87.57011304347826,0.32076455407706606
CEPH-Rtrend_fluH,05,2023-12-09,13.64304347826087,0,2023-12-09,FluSight-baseline,14.185543478260868,0.9617568406292384
FluSight-ensemble,05,2023-12-09,11.081394236171278,0,2023-12-09,FluSight-baseline,14.185543478260868,0.781175162809472
MIGHTE-Nsemble,05,2023-12-09,13.433446606230682,0,2023-12-09,FluSight-baseline,14.185543478260868,0.9469814552270934
MOBS-GLEAM_FLUH,05,2023-12-09,11.754520434782613,0,2023-12-09,FluSight-baseline,14.185543478260868,0.8286267250032568
NU_UCSD-GLEAM_AI_FLUH,05,2023-12-09,9.265690434782613,0,2023-12-09,FluSight-baseline,14.185543478260868,0.6531783888986801
CEPH-Rtrend_fluH,06,2023-12-09,40.60740869565216,0,2023-12-09,FluSight-baseline,147.33029130434787,0.27562158695367894
FluSight-ensemble,06,2023-12-09,41.11456376364171,0,2023-12-09,FluSight-baseline,147.33029130434787,0.27906388699598245
MIGHTE-Nsemble,06,2023-12-09,65.47230492322701,0,2023-12-09,FluSight-baseline,147.33029130434787,0.44439133557387367
MOBS-GLEAM_FLUH,06,2023-12-09,44.91968086956522,0,2023-12-09,FluSight-baseline,147.33029130434787,0.3048910069469169
NU_UCSD-GLEAM_AI_FLUH,06,2023-12-09,172.6923486956522,0,2023-12-09,FluSight-baseline,147.33029130434787,1.1721442153325592
CEPH-Rtrend_fluH,08,2023-12-09,12.697826086956525,0,2023-12-09,FluSight-baseline,23.100169565217385,0.5496854060359808
FluSight-ensemble,08,2023-12-09,11.769490286885713,0,2023-12-09,FluSight-baseline,23.100169565217385,0.509498004058264
MIGHTE-Nsemble,08,2023-12-09,13.005062752137974,0,2023-12-09,FluSight-baseline,23.100169565217385,0.5629855969421145
MOBS-GLEAM_FLUH,08,2023-12-09,12.022367826086956,0,2023-12-09,FluSight-baseline,23.100169565217385,0.5204450033210749
NU_UCSD-GLEAM_AI_FLUH,08,2023-12-09,13.216480869565215,0,2023-12-09,FluSight-baseline,23.100169565217385,0.57213782921601
CEPH-Rtrend_fluH,09,2023-12-09,4.091304347826087,0,2023-12-09,FluSight-baseline,11.010565217391305,0.37157986597852655
FluSight-ensemble,09,2023-12-09,5.835247930391431,0,2023-12-09,FluSight-baseline,11.010565217391305,0.529968063871471
MIGHTE-Nsemble,09,2023-12-09,7.076488247793224,0,2023-12-09,FluSight-baseline,11.010565217391305,0.642699816773787
MOBS-GLEAM_FLUH,09,2023-12-09,4.192596956521739,0,2023-12-09,FluSight-baseline,11.010565217391305,0.38077944898773114
NU_UCSD-GLEAM_AI_FLUH,09,2023-12-09,12.462251739130435,0,2023-12-09,FluSight-baseline,11.010565217391305,1.1318448683675364
CEPH-Rtrend_fluH,10,2023-12-09,1.4758695652173917,0,2023-12-09,FluSight-baseline,5.386443478260869,0.273997039266048
FluSight-ensemble,10,2023-12-09,4.88797592906406,0,2023-12-09,FluSight-baseline,5.386443478260869,0.9074588731491248
MIGHTE-Nsemble,10,2023-12-09,3.1822417571905124,0,2023-12-09,FluSight-baseline,5.386443478260869,0.5907871808241769
MOBS-GLEAM_FLUH,10,2023-12-09,8.104944782608696,0,2023-12-09,FluSight-baseline,5.386443478260869,1.504693183047296
NU_UCSD-GLEAM_AI_FLUH,10,2023-12-09,2.2877208695652174,0,2023-12-09,FluSight-baseline,5.386443478260869,0.42471825403872204
CEPH-Rtrend_fluH,11,2023-12-09,1.8456521739130436,0,2023-12-09,FluSight-baseline,1.8141304347826084,1.0173756740563213
FluSight-ensemble,11,2023-12-09,1.3660686870684682,0,2023-12-09,FluSight-baseline,1.8141304347826084,0.7530156932911869
MIGHTE-Nsemble,11,2023-12-09,1.2630985165427835,0,2023-12-09,FluSight-baseline,1.8141304347826084,0.6962556232590539
MOBS-GLEAM_FLUH,11,2023-12-09,1.886298695652174,0,2023-12-09,FluSight-baseline,1.8141304347826084,1.0397811863391253
NU_UCSD-GLEAM_AI_FLUH,11,2023-12-09,1.5933339130434785,0,2023-12-09,FluSight-baseline,1.8141304347826084,0.8782907130017977
CEPH-Rtrend_fluH,12,2023-12-09,17.844356521739133,0,2023-12-09,FluSight-baseline,13.613691304347828,1.310765472994099
FluSight-ensemble,12,2023-12-09,31.49683788644139,0,2023-12-09,FluSight-baseline,13.613691304347828,2.3136148148432154
MIGHTE-Nsemble,12,2023-12-09,51.234452677253,0,2023-12-09,FluSight-baseline,13.613691304347828,3.763450450862667
MOBS-GLEAM_FLUH,12,2023-12-09,57.99000130434784,0,2023-12-09,FluSight-baseline,13.613691304347828,4.259682404127048
NU_UCSD-GLEAM_AI_FLUH,12,2023-12-09,45.39524304347826,0,2023-12-09,FluSight-baseline,13.613691304347828,3.334528602758923
CEPH-Rtrend_fluH,13,2023-12-09,11.871739130434785,0,2023-12-09,FluSight-baseline,34.757517391304354,0.3415588920457495
FluSight-ensemble,13,2023-12-09,16.307851437877133,0,2023-12-09,FluSight-baseline,34.757517391304354,0.46918919019104155
MIGHTE-Nsemble,13,2023-12-09,30.22958384117653,0,2023-12-09,FluSight-baseline,34.757517391304354,0.869727935423241
MOBS-GLEAM_FLUH,13,2023-12-09,9.561091304347825,0,2023-12-09,FluSight-baseline,34.757517391304354,0.2750798106984425
NU_UCSD-GLEAM_AI_FLUH,13,2023-12-09,21.644865217391303,0,2023-12-09,FluSight-baseline,34.757517391304354,0.6227391034207299
CEPH-Rtrend_fluH,15,2023-12-09,10.44217391304348,0,2023-12-09,FluSight-baseline,9.950660869565215,1.0493950150568985
FluSight-ensemble,15,2023-12-09,6.909811126441896,0,2023-12-09,FluSight-baseline,9.950660869565215,0.6944072576702952
MIGHTE-Nsemble,15,2023-12-09,5.225080974280984,0,2023-12-09,FluSight-baseline,9.950660869565215,0.5250988896890513
MOBS-GLEAM_FLUH,15,2023-12-09,4.7888726086956535,0,2023-12-09,FluSight-baseline,9.950660869565215,0.48126176456709036
NU_UCSD-GLEAM_AI_FLUH,15,2023-12-09,10.048534782608696,0,2023-12-09,FluSight-baseline,9.950660869565215,1.0098359208826857
CEPH-Rtrend_fluH,16,2023-12-09,18.47521739130435,0,2023-12-09,FluSight-baseline,21.96543695652174,0.8411040230100632
FluSight-ensemble,16,2023-12-09,21.1265914824522,0,2023-12-09,FluSight-baseline,21.96543695652174,0.9618106630098028
MIGHTE-Nsemble,16,2023-12-09,10.536606505467892,0,2023-12-09,FluSight-baseline,21.96543695652174,0.4796902755143907
MOBS-GLEAM_FLUH,16,2023-12-09,24.021445652173917,0,2023-12-09,FluSight-baseline,21.96543695652174,1.0936019938834738
NU_UCSD-GLEAM_AI_FLUH,16,2023-12-09,26.973123043478257,0,2023-12-09,FluSight-baseline,21.96543695652174,1.2279802626676037
CEPH-Rtrend_fluH,17,2023-12-09,9.421810869565215,0,2023-12-09,FluSight-baseline,34.18192608695652,0.2756372138186936
FluSight-ensemble,17,2023-12-09,11.613404140393438,0,2023-12-09,FluSight-baseline,34.18192608695652,0.3397527720014875
MIGHTE-Nsemble,17,2023-12-09,25.803261309712195,0,2023-12-09,FluSight-baseline,34.18192608695652,0.7548802616935755
MOBS-GLEAM_FLUH,17,2023-12-09,10.21504695652174,0,2023-12-09,FluSight-baseline,34.18192608695652,0.2988435154454242
NU_UCSD-GLEAM_AI_FLUH,17,2023-12-09,40.33758869565217,0,2023-12-09,FluSight-baseline,34.18192608695652,1.1800853056974046
CEPH-Rtrend_fluH,18,2023-12-09,17.392608695652175,0,2023-12-09,FluSight-baseline,3.899869565217388,4.459792412232297
FluSight-ensemble,18,2023-12-09,13.66918268023186,0,2023-12-09,FluSight-baseline,3.899869565217388,3.50503586123653
MIGHTE-Nsemble,18,2023-12-09,25.739698858469747,0,2023-12-09,FluSight-baseline,3.899869565217388,6.600143524809132
MOBS-GLEAM_FLUH,18,2023-12-09,32.42717173913044,0,2023-12-09,FluSight-baseline,3.899869565217388,8.314937511845445
NU_UCSD-GLEAM_AI_FLUH,18,2023-12-09,17.650059130434784,0,2023-12-09,FluSight-baseline,3.899869565217388,4.525807552092047
CEPH-Rtrend_fluH,19,2023-12-09,5.994791304347826,0,2023-12-09,FluSight-baseline,1.2651260869565215,4.738493155863482
FluSight-ensemble,19,2023-12-09,4.522130952437315,0,2023-12-09,FluSight-baseline,1.2651260869565215,3.5744507990631034
MIGHTE-Nsemble,19,2023-12-09,8.825610843685505,0,2023-12-09,FluSight-baseline,1.2651260869565215,6.976072135953682
MOBS-GLEAM_FLUH,19,2023-12-09,11.583905217391305,0,2023-12-09,FluSight-baseline,1.2651260869565215,9.156324683224565
NU_UCSD-GLEAM_AI_FLUH,19,2023-12-09,5.7289521739130445,0,2023-12-09,FluSight-baseline,1.2651260869565215,4.528364589884495
CEPH-Rtrend_fluH,20,2023-12-09,3.67695652173913,0,2023-12-09,FluSight-baseline,1.423945652173913,2.582230941276154
FluSight-ensemble,20,2023-12-09,3.082379348784098,0,2023-12-09,FluSight-baseline,1.423945652173913,2.1646748554471045
MIGHTE-Nsemble,20,2023-12-09,5.433761583995804,0,2023-12-09,FluSight-baseline,1.423945652173913,3.8159894485440335
MOBS-GLEAM_FLUH,20,2023-12-09,8.253098260869566,0,2023-12-09,FluSight-baseline,1.423945652173913,5.795936276268483
NU_UCSD-GLEAM_AI_FLUH,20,2023-12-09,4.912009565217391,0,2023-12-09,FluSight-baseline,1.423945652173913,3.4495765745822617
CEPH-Rtrend_fluH,21,2023-12-09,20.226956521739133,0,2023-12-09,FluSight-baseline,6.347469565217391,3.186617330562402
FluSight-ensemble,21,2023-12-09,7.942466319707627,0,2023-12-09,FluSight-baseline,6.347469565217391,1.2512807250357583
MIGHTE-Nsemble,21,2023-12-09,16.343804705124498,0,2023-12-09,FluSight-baseline,6.347469565217391,2.574853575460152
MOBS-GLEAM_FLUH,21,2023-12-09,5.694430869565217,0,2023-12-09,FluSight-baseline,6.347469565217391,0.8971182628065411
NU_UCSD-GLEAM_AI_FLUH,21,2023-12-09,7.798370869565218,0,2023-12-09,FluSight-baseline,6.347469565217391,1.22857948186131
CEPH-Rtrend_fluH,22,2023-12-09,17.291304347826088,0,2023-12-09,FluSight-baseline,26.31016956521739,0.6572099166812503
FluSight-ensemble,22,2023-12-09,11.192257112709058,0,2023-12-09,FluSight-baseline,26.31016956521739,0.42539661650472455
MIGHTE-Nsemble,22,2023-12-09,10.639385079170204,0,2023-12-09,FluSight-baseline,26.31016956521739,0.4043829916336115
MOBS-GLEAM_FLUH,22,2023-12-09,4.647903913043479,0,2023-12-09,FluSight-baseline,26.31016956521739,0.17665807517972473
NU_UCSD-GLEAM_AI_FLUH,22,2023-12-09,11.908083043478264,0,2023-12-09,FluSight-baseline,26.31016956521739,0.45260381214802226
CEPH-Rtrend_fluH,23,2023-12-09,2.2734782608695654,0,2023-12-09,FluSight-baseline,3.685602173913044,0.6168539504782712
FluSight-ensemble,23,2023-12-09,1.7399646865740903,0,2023-12-09,FluSight-baseline,3.685602173913044,0.4720978023319188
MIGHTE-Nsemble,23,2023-12-09,3.2192009690465606,0,2023-12-09,FluSight-baseline,3.685602173913044,0.8734531881471895
MOBS-GLEAM_FLUH,23,2023-12-09,1.6926408695652173,0,2023-12-09,FluSight-baseline,3.685602173913044,0.45925761644755114
NU_UCSD-GLEAM_AI_FLUH,23,2023-12-09,2.0037113043478256,0,2023-12-09,FluSight-baseline,3.685602173913044,0.5436591389407782
CEPH-Rtrend_fluH,24,2023-12-09,5.371530434782606,0,2023-12-09,FluSight-baseline,11.66687608695652,0.4604086299320464
FluSight-ensemble,24,2023-12-09,6.471615095643427,0,2023-12-09,FluSight-baseline,11.66687608695652,0.5546999083052441
MIGHTE-Nsemble,24,2023-12-09,5.223778020586378,0,2023-12-09,FluSight-baseline,11.66687608695652,0.4477443646141509
MOBS-GLEAM_FLUH,24,2023-12-09,9.090494782608696,0,2023-12-09,FluSight-baseline,11.66687608695652,0.779171280714278
NU_UCSD-GLEAM_AI_FLUH,24,2023-12-09,17.854288260869566,0,2023-12-09,FluSight-baseline,11.66687608695652,1.5303400951374229
CEPH-Rtrend_fluH,25,2023-12-09,7.672391304347827,0,2023-12-09,FluSight-baseline,11.671834782608697,0.6573423499602536
FluSight-ensemble,25,2023-12-09,7.466275278143445,0,2023-12-09,FluSight-baseline,11.671834782608697,0.6396830847253224
MIGHTE-Nsemble,25,2023-12-09,14.330832991357,0,2023-12-09,FluSight-baseline,11.671834782608697,1.2278132151690728
MOBS-GLEAM_FLUH,25,2023-12-09,5.131545652173913,0,2023-12-09,FluSight-baseline,11.671834782608697,0.439652012537055
NU_UCSD-GLEAM_AI_FLUH,25,2023-12-09,16.94993043478261,0,2023-12-09,FluSight-baseline,11.671834782608697,1.452207879093559
CEPH-Rtrend_fluH,26,2023-12-09,31.93260869565217,0,2023-12-09,FluSight-baseline,53.74988695652177,0.5940962949649071
FluSight-ensemble,26,2023-12-09,32.03147768469092,0,2023-12-09,FluSight-baseline,53.74988695652177,0.5959357218853529
MIGHTE-Nsemble,26,2023-12-09,19.571645958029585,0,2023-12-09,FluSight-baseline,53.74988695652177,0.3641244115333874
MOBS-GLEAM_FLUH,26,2023-12-09,21.548084347826087,0,2023-12-09,FluSight-baseline,53.74988695652177,0.4008954356547077
NU_UCSD-GLEAM_AI_FLUH,26,2023-12-09,49.586210869565214,0,2023-12-09,FluSight-baseline,53.74988695652177,0.9225360959303124
CEPH-Rtrend_fluH,27,2023-12-09,3.313478260869565,0,2023-12-09,FluSight-baseline,9.246032608695652,0.35836757246057355
FluSight-ensemble,27,2023-12-09,3.768390841080982,0,2023-12-09,FluSight-baseline,9.246032608695652,0.4075684134551839
MIGHTE-Nsemble,27,2023-12-09,25.05822456412672,0,2023-12-09,FluSight-baseline,9.246032608695652,2.7101596570793096
MOBS-GLEAM_FLUH,27,2023-12-09,4.705895652173913,0,2023-12-09,FluSight-baseline,9.246032608695652,0.5089637741216856
NU_UCSD-GLEAM_AI_FLUH,27,2023-12-09,6.066195217391305,0,2023-12-09,FluSight-baseline,9.246032608695652,0.6560862884786073
CEPH-Rtrend_fluH,28,2023-12-09,13.104782608695654,0,2023-12-09,FluSight-baseline,3.226230434782608,4.0619487273477075
FluSight-ensemble,28,2023-12-09,5.513830346489506,0,2023-12-09,FluSight-baseline,3.226230434782608,1.7090627771171722
MIGHTE-Nsemble,28,2023-12-09,33.246753059168014,0,2023-12-09,FluSight-baseline,3.226230434782608,10.305138994638574
MOBS-GLEAM_FLUH,28,2023-12-09,5.544422608695652,0,2023-12-09,FluSight-baseline,3.226230434782608,1.718545132089813
NU_UCSD-GLEAM_AI_FLUH,28,2023-12-09,7.659202608695653,0,2023-12-09,FluSight-baseline,3.226230434782608,2.3740407771622025
CEPH-Rtrend_fluH,29,2023-12-09,12.206521739130435,0,2023-12-09,FluSight-baseline,40.85128695652175,0.2988038480188373
FluSight-ensemble,29,2023-12-09,26.314332131808637,0,2023-12-09,FluSight-baseline,40.85128695652175,0.6441494036605292
MIGHTE-Nsemble,29,2023-12-09,18.90218675617739,0,2023-12-09,FluSight-baseline,40.85128695652175,0.46270725268202917
MOBS-GLEAM_FLUH,29,2023-12-09,20.166621304347828,0,2023-12-09,FluSight-baseline,40.85128695652175,0.49365938766656914
NU_UCSD-GLEAM_AI_FLUH,29,2023-12-09,46.38572173913043,0,2023-12-09,FluSight-baseline,40.85128695652175,1.1354776114764515
CEPH-Rtrend_fluH,30,2023-12-09,6.029565217391305,0,2023-12-09,FluSight-baseline,1.90175652173913,3.1705242750409246
FluSight-ensemble,30,2023-12-09,1.856305274286622,0,2023-12-09,FluSight-baseline,1.90175652173913,0.9761003856524475
MIGHTE-Nsemble,30,2023-12-09,2.9319485955868414,0,2023-12-09,FluSight-baseline,1.90175652173913,1.5417055559276407
MOBS-GLEAM_FLUH,30,2023-12-09,1.2926165217391306,0,2023-12-09,FluSight-baseline,1.90175652173913,0.6796961161763498
NU_UCSD-GLEAM_AI_FLUH,30,2023-12-09,5.062006956521739,0,2023-12-09,FluSight-baseline,1.90175652173913,2.6617534361825688
CEPH-Rtrend_fluH,31,2023-12-09,1.6117478260869564,0,2023-12-09,FluSight-baseline,2.8670652173913043,0.5621594571027789
FluSight-ensemble,31,2023-12-09,1.8069158963448209,0,2023-12-09,FluSight-baseline,2.8670652173913043,0.6302318780138891
MIGHTE-Nsemble,31,2023-12-09,2.0639356935076765,0,2023-12-09,FluSight-baseline,2.8670652173913043,0.7198774834238398
MOBS-GLEAM_FLUH,31,2023-12-09,3.51278695652174,0,2023-12-09,FluSight-baseline,2.8670652173913043,1.2252204572165146
NU_UCSD-GLEAM_AI_FLUH,31,2023-12-09,2.027374347826087,0,2023-12-09,FluSight-baseline,2.8670652173913043,0.7071252985555598
CEPH-Rtrend_fluH,32,2023-12-09,9.468260869565215,0,2023-12-09,FluSight-baseline,18.02435217391304,0.525303809990397
FluSight-ensemble,32,2023-12-09,10.420117155029097,0,2023-12-09,FluSight-baseline,18.02435217391304,0.5781132688979698
MIGHTE-Nsemble,32,2023-12-09,9.756609390843492,0,2023-12-09,FluSight-baseline,18.02435217391304,0.5413015289927814
MOBS-GLEAM_FLUH,32,2023-12-09,3.9433373913043472,0,2023-12-09,FluSight-baseline,18.02435217391304,0.21877831465208541
NU_UCSD-GLEAM_AI_FLUH,32,2023-12-09,7.590903478260872,0,2023-12-09,FluSight-baseline,18.02435217391304,0.4211470906148471
CEPH-Rtrend_fluH,33,2023-12-09,2.0887043478260874,0,2023-12-09,FluSight-baseline,6.034193478260869,0.3461447425162904
FluSight-ensemble,33,2023-12-09,5.842570567770812,0,2023-12-09,FluSight-baseline,6.034193478260869,0.96824382393763
MIGHTE-Nsemble,33,2023-12-09,3.0446153172467656,0,2023-12-09,FluSight-baseline,6.034193478260869,0.5045604401342898
MOBS-GLEAM_FLUH,33,2023-12-09,11.830603913043475,0,2023-12-09,FluSight-baseline,6.034193478260869,1.9605940637576647
NU_UCSD-GLEAM_AI_FLUH,33,2023-12-09,2.77437347826087,0,2023-12-09,FluSight-baseline,6.034193478260869,0.4597753599144586
CEPH-Rtrend_fluH,34,2023-12-09,26.50522608695653,0,2023-12-09,FluSight-baseline,23.74312173913043,1.1163328216977444
FluSight-ensemble,34,2023-12-09,11.160952165064476,0,2023-12-09,FluSight-baseline,23.74312173913043,0.47007096571763757
MIGHTE-Nsemble,34,2023-12-09,12.447565819483314,0,2023-12-09,FluSight-baseline,23.74312173913043,0.5242598659201919
MOBS-GLEAM_FLUH,34,2023-12-09,6.941698260869567,0,2023-12-09,FluSight-baseline,23.74312173913043,0.2923667046456293
NU_UCSD-GLEAM_AI_FLUH,34,2023-12-09,31.702592173913043,0,2023-12-09,FluSight-baseline,23.74312173913043,1.335232684321574
CEPH-Rtrend_fluH,35,2023-12-09,10.853532608695655,0,2023-12-09,FluSight-baseline,33.875626086956515,0.3203935650026171
FluSight-ensemble,35,2023-12-09,28.16797930527525,0,2023-12-09,FluSight-baseline,33.875626086956515,0.8315116961372135
MIGHTE-Nsemble,35,2023-12-09,36.96414771053249,0,2023-12-09,FluSight-baseline,33.875626086956515,1.0911723849958652
MOBS-GLEAM_FLUH,35,2023-12-09,26.00060260869565,0,2023-12-09,FluSight-baseline,33.875626086956515,0.7675312787416476
NU_UCSD-GLEAM_AI_FLUH,35,2023-12-09,21.31273782608696,0,2023-12-09,FluSight-baseline,33.875626086956515,0.6291466841492038
CEPH-Rtrend_fluH,36,2023-12-09,13.268695652173916,0,2023-12-09,FluSight-baseline,115.3419608695652,0.11503788865856772
FluSight-ensemble,36,2023-12-09,39.47733702092745,0,2023-12-09,FluSight-baseline,115.3419608695652,0.3422634462194597
MIGHTE-Nsemble,36,2023-12-09,40.04395702042287,0,2023-12-09,FluSight-baseline,115.3419608695652,0.34717596890611824
MOBS-GLEAM_FLUH,36,2023-12-09,13.460580869565216,0,2023-12-09,FluSight-baseline,115.3419608695652,0.11670150887054152
NU_UCSD-GLEAM_AI_FLUH,36,2023-12-09,113.37410565217392,0,2023-12-09,FluSight-baseline,115.3419608695652,0.9829389477814008
CEPH-Rtrend_fluH,37,2023-12-09,16.99521739130435,0,2023-12-09,FluSight-baseline,75.69657826086959,0.2245176437531235
FluSight-ensemble,37,2023-12-09,35.67185164494154,0,2023-12-09,FluSight-baseline,75.69657826086959,0.4712478749304533
MIGHTE-Nsemble,37,2023-12-09,24.5479660489726,0,2023-12-09,FluSight-baseline,75.69657826086959,0.32429426287109164
MOBS-GLEAM_FLUH,37,2023-12-09,9.582069565217386,0,2023-12-09,FluSight-baseline,75.69657826086959,0.12658524051371448
NU_UCSD-GLEAM_AI_FLUH,37,2023-12-09,65.20165434782609,0,2023-12-09,FluSight-baseline,75.69657826086959,0.8613553722748825
CEPH-Rtrend_fluH,38,2023-12-09,3.3026086956521743,0,2023-12-09,FluSight-baseline,1.2023630434782615,2.7467649754921006
FluSight-ensemble,38,2023-12-09,1.7406720221356746,0,2023-12-09,FluSight-baseline,1.2023630434782615,1.4477091853223993
MIGHTE-Nsemble,38,2023-12-09,2.2929721805948264,0,2023-12-09,FluSight-baseline,1.2023630434782615,1.907054772709573
MOBS-GLEAM_FLUH,38,2023-12-09,2.588061304347826,0,2023-12-09,FluSight-baseline,1.2023630434782615,2.1524790855688156
NU_UCSD-GLEAM_AI_FLUH,38,2023-12-09,1.3185695652173914,0,2023-12-09,FluSight-baseline,1.2023630434782615,1.0966484477125655
CEPH-Rtrend_fluH,39,2023-12-09,8.947826086956523,0,2023-12-09,FluSight-baseline,21.77182608695652,0.4109818832475957
FluSight-ensemble,39,2023-12-09,9.222634853289726,0,2023-12-09,FluSight-baseline,21.77182608695652,0.4236041026808954
MIGHTE-Nsemble,39,2023-12-09,25.90746607830989,0,2023-12-09,FluSight-baseline,21.77182608695652,1.1899537491635133
MOBS-GLEAM_FLUH,39,2023-12-09,12.146481739130436,0,2023-12-09,FluSight-baseline,21.77182608695652,0.557899079784005
NU_UCSD-GLEAM_AI_FLUH,39,2023-12-09,31.062230869565223,0,2023-12-09,FluSight-baseline,21.77182608695652,1.4267168378758353
CEPH-Rtrend_fluH,40,2023-12-09,8.722173913043479,0,2023-12-09,FluSight-baseline,3.945447826086955,2.210693005588169
FluSight-ensemble,40,2023-12-09,5.353876699148193,0,2023-12-09,FluSight-baseline,3.945447826086955,1.3569756679454308
MIGHTE-Nsemble,40,2023-12-09,9.304058233976328,0,2023-12-09,FluSight-baseline,3.945447826086955,2.3581754579185437
